customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1575-7322,Female,1,No,Yes,7,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,35.30,285.30,No
1576-4733,Female,0,No,No,15,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.75,1569.04,No
1577-7656,Male,0,Yes,No,69,Yes,Yes,No,No,Yes,No,No,No internet service,No internet service,One year,No,Credit card (automatic),39.32,2724.18,Yes
1578-9346,Female,0,No,Yes,64,No,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.95,2525.63,No
1579-4492,Female,0,Yes,No,0,Yes,Yes,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,91.17,112.26,No
1580-3861,Female,0,Yes,No,21,No,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),22.09,463.09,No
1581-1511,Female,0,No,No,2,No,No phone service,DSL,Yes,No internet service,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),116.50,225.29,No
1582-1158,Male,0,No,No,10,No,No phone service,Fiber optic,No,No,Yes,No,No internet service,Yes,Two year,Yes,Credit card (automatic),19.04,202.67,Yes
1583-7810,Female,0,No,Yes,43,No,Yes,No,No,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,119.74,5200.73,No
1584-3328,Male,0,Yes,No,5,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),42.29,269.25,No
1585-5709,Male,0,No,No,32,No,No,No,Yes,No internet service,No,No,No,No internet service,One year,No,Credit card (automatic),79.04,2526.60,No
1586-7201,Male,1,Yes,No,18,No,No,No,No internet service,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,34.56,639.28,No
1587-2056,Male,0,No,No,53,No,No,No,No,No internet service,No internet service,No,No,No,Two year,No,Electronic check,59.76,3167.47,No
1588-6254,Male,1,No,Yes,10,Yes,No phone service,DSL,No,No,Yes,No,No internet service,No,One year,Yes,Electronic check,104.64,1046.32,No
1589-9152,Female,0,Yes,No,64,No,Yes,DSL,Yes,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),47.30,3078.07,No
1590-5874,Male,1,No,Yes,43,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,30.38,1290.13,Yes
1591-1624,Female,1,No,No,12,No,No,No,No internet service,No,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,53.87,633.09,No
1592-8681,Male,0,No,Yes,14,Yes,No phone service,No,No,No,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,73.81,1025.21,No
1593-1419,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,61.61,1559.20,No
1594-9306,Male,1,Yes,Yes,25,No,Yes,Fiber optic,No,No,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,58.19,1471.93,No
1595-1427,Female,0,Yes,Yes,8,No,No,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,Two year,No,Credit card (automatic),58.79,476.18,No
1596-1094,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),115.71,1898.67,No
1597-5225,Female,1,No,No,31,Yes,No,No,Yes,No,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),81.13,2532.06,No
1598-8023,Male,0,Yes,Yes,67,No,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),55.74,3773.31,Yes
1599-7835,Male,0,No,No,21,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),47.22,1010.44,No
1600-3546,Female,0,Yes,No,32,No,No,DSL,Yes,No,No internet service,Yes,Yes,Yes,Two year,No,Credit card (automatic),18.33,603.65,No
1601-2080,Male,1,No,No,24,No,No,DSL,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),25.12,603.19,Yes
1602-5423,Male,1,No,No,48,No,No,No,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),95.00,4589.79,Yes
1603-9909,Male,0,No,No,55,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,18.69,1044.09,No
1604-1867,Female,1,No,No,8,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,One year,No,Credit card (automatic),86.86,716.42,Yes
1605-2840,Male,0,No,Yes,38,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No,Two year,Yes,Electronic check,97.26,3703.66,Yes
1606-2250,Female,1,No,No,49,No,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),77.47,3804.68,No
1607-4898,Male,1,Yes,No,0,No,No phone service,No,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),52.05,33.67,No
1608-5851,Male,0,No,Yes,46,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,106.06,4892.11,Yes
1609-9258,Male,1,No,Yes,18,No,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,115.98,2101.67,Yes
1610-3380,Male,0,No,Yes,13,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Electronic check,57.77,780.58,No
1611-1263,Female,1,No,No,33,Yes,Yes,No,No,Yes,No internet service,No,No internet service,No,Two year,No,Electronic check,26.16,881.58,No
1612-8076,Female,1,Yes,Yes,10,No,No,DSL,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),54.74,569.69,No
1613-5016,Male,1,No,Yes,4,No,Yes,No,No internet service,Yes,Yes,No internet service,Yes,No,One year,No,Bank transfer (automatic),43.98,170.64,Yes
1614-6504,Male,0,No,Yes,8,No,No,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,34.18,313.21,No
1615-7421,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,No,One year,No,Mailed check,98.61,349.19,Yes
1616-4331,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,101.53,1212.45,No
1617-4914,Male,1,Yes,No,16,No,Yes,No,Yes,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),21.54,344.96,No
1618-1990,Female,0,No,No,71,No,Yes,DSL,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,49.29,3517.21,Yes
1619-1126,Male,1,No,Yes,20,No,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,113.30,2287.91,No
1620-6432,Male,1,Yes,No,33,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,No,One year,No,Mailed check,91.29,3043.40,Yes
1621-1854,Female,0,Yes,Yes,2,No,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,One year,No,Electronic check,46.72,145.41,Yes
1622-3754,Female,0,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),104.76,5225.48,No
1623-6955,Male,1,Yes,Yes,18,No,Yes,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Mailed check,114.38,2095.84,No
1624-4683,Female,0,No,Yes,15,No,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Electronic check,58.86,889.91,No
1625-5636,Male,0,No,Yes,46,No,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,One year,No,Electronic check,21.51,987.57,No
1626-7343,Male,1,Yes,Yes,54,Yes,Yes,No,No internet service,Yes,No,No internet service,Yes,No internet service,Two year,No,Electronic check,58.69,3163.34,Yes
1627-2166,Male,1,No,No,3,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,Yes,No,Two year,No,Bank transfer (automatic),65.31,227.58,Yes
1628-3882,Male,1,Yes,Yes,51,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),22.04,1165.23,No
1629-5909,Male,1,Yes,No,34,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No internet service,Yes,One year,No,Electronic check,97.54,3371.96,No
1630-7519,Male,0,Yes,Yes,20,No,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,No,One year,Yes,Electronic check,59.76,1226.13,Yes
1631-8455,Male,0,Yes,Yes,67,No,No phone service,No,Yes,No,No internet service,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),36.35,2482.81,No
1632-1499,Male,0,Yes,Yes,24,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,85.37,2083.75,No
1633-9159,Male,1,No,No,54,No,Yes,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,One year,No,Mailed check,100.79,5457.48,No
1634-5072,Male,1,Yes,No,49,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),99.52,4934.35,No
1635-2251,Male,0,No,Yes,66,Yes,No phone service,DSL,No,No internet service,Yes,No,No,No internet service,One year,Yes,Credit card (automatic),63.12,4218.07,Yes
1636-4209,Male,0,No,Yes,17,No,No,No,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,94.75,1631.82,Yes
1637-3149,Female,1,No,No,39,No,No,No,No internet service,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),21.32,819.76,No
1638-1300,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No,One year,No,Electronic check,73.60,3618.96,No
1639-2244,Female,1,No,Yes,39,No,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No,One year,Yes,Mailed check,38.99,1541.58,No
1640-2869,Female,0,No,No,40,Yes,No,DSL,No,No internet service,Yes,No internet service,No internet service,No,Two year,No,Mailed check,58.84,2397.37,No
1641-7702,Male,1,No,Yes,20,No,No phone service,No,No,Yes,No,No internet service,Yes,No,One year,Yes,Electronic check,71.66,1441.94,No
1642-7467,Female,1,Yes,Yes,52,No,No,No,No,Yes,No,No internet service,Yes,Yes,Two year,No,Electronic check,57.67,2981.51,No
1643-2841,Female,1,No,No,63,No,Yes,No,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,109.60,6936.19,No
1644-4160,Male,0,No,Yes,61,No,No,Fiber optic,No,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),63.30,3883.50,No
1645-4744,Female,0,No,Yes,66,No,Yes,No,No,Yes,No,Yes,No,No,One year,No,Mailed check,40.10,2627.62,No
1646-9664,Male,0,No,Yes,61,Yes,No phone service,No,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),40.44,2481.46,No
1647-3658,Female,1,No,Yes,19,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),109.33,2092.72,Yes
1648-3991,Male,0,Yes,Yes,11,Yes,No,No,No,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,37.10,390.09,No
1649-1869,Female,1,No,Yes,25,Yes,No,DSL,No internet service,No,No,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),71.63,1808.91,No
1650-4938,Male,1,Yes,No,31,No,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,74.25,2358.90,Yes
1651-5147,Female,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,Two year,Yes,Credit card (automatic),45.45,218.28,Yes
1652-3347,Female,0,No,Yes,62,Yes,No phone service,No,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),50.16,3151.95,No
1653-7805,Male,1,Yes,No,20,Yes,No phone service,No,No internet service,No,No,No,No internet service,No,One year,Yes,Mailed check,104.62,2125.89,No
1654-6480,Female,1,Yes,Yes,30,Yes,No phone service,No,No,Yes,No,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),37.65,1135.53,No
1655-8826,Female,0,Yes,Yes,3,No,No,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Two year,No,Credit card (automatic),34.66,86.97,No
1656-6598,Male,1,No,No,43,No,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),105.18,4554.65,No
1657-2954,Female,1,Yes,Yes,6,No,Yes,No,No,Yes,Yes,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),34.78,209.69,Yes
1658-9284,Male,1,No,Yes,55,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),65.89,3617.03,No
1659-1486,Female,1,No,Yes,29,No,Yes,No,Yes,Yes,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),79.29,2320.91,No
1660-7774,Male,0,Yes,No,8,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No internet service,One year,Yes,Electronic check,48.66,371.90,No
1661-2830,Male,0,No,No,51,Yes,No,No,No,Yes,Yes,Yes,No,No internet service,Two year,No,Bank transfer (automatic),72.44,3738.12,Yes
1662-5609,Male,0,No,Yes,24,Yes,No,DSL,No internet service,No,No internet service,No internet service,No,Yes,One year,No,Credit card (automatic),61.79,1488.28,No
1663-7488,Male,0,No,No,66,No,No phone service,DSL,No,Yes,No internet service,No,No internet service,No internet service,One year,No,Electronic check,103.46,6888.03,No
1664-8017,Male,1,Yes,Yes,55,No,No,No,Yes,No,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,68.55,3794.11,No
1665-9313,Female,1,Yes,Yes,65,No,No phone service,No,No,No,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),78.18,5084.60,No
1666-6383,Male,0,No,No,4,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),39.23,168.61,No
1667-6160,Male,1,Yes,No,60,No,No,No,No,No internet service,Yes,Yes,Yes,Yes,One year,No,Electronic check,39.53,2387.66,Yes
1668-8350,Male,1,Yes,No,58,Yes,No,No,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,52.81,3111.88,No
1669-3923,Female,1,Yes,Yes,72,No,No,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,20.30,1453.28,No
1670-8547,Female,1,No,No,23,No,No,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),18.20,468.09,No
1671-5578,Male,0,Yes,Yes,14,Yes,Yes,DSL,No,No internet service,Yes,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),32.16,458.29,No
1672-2593,Female,0,Yes,No,50,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,One year,No,Credit card (automatic),46.43,2334.62,Yes
1673-2956,Male,1,No,Yes,40,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),98.80,3967.96,No
1674-6881,Male,0,No,Yes,67,No,Yes,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),91.25,6129.42,No
1675-6922,Female,1,Yes,Yes,34,Yes,No phone service,No,Yes,No,No internet service,No internet service,Yes,No internet service,One year,No,Mailed check,110.28,3782.75,No
1676-3974,Male,1,No,Yes,56,No,No phone service,No,No internet service,No internet service,No internet service,No,Yes,No internet service,Two year,No,Bank transfer (automatic),49.22,2803.69,No
1677-6092,Male,0,No,No,52,No,No,Fiber optic,No,No internet service,No,No internet service,No,Yes,Two year,Yes,Electronic check,45.27,2383.61,No
1678-5713,Female,0,No,Yes,43,Yes,No phone service,No,No,Yes,No internet service,No,Yes,No,Two year,Yes,Electronic check,88.14,3812.21,No
1679-6890,Female,1,No,No,0,Yes,Yes,DSL,Yes,Yes,No,No internet service,Yes,No,Two year,Yes,Mailed check,22.34,34.43,Yes
1680-4120,Male,1,No,No,62,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,62.16,3863.48,No
1681-8040,Male,0,Yes,Yes,64,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),117.51,7531.58,Yes
1682-3586,Male,1,Yes,No,47,No,No phone service,Fiber optic,Yes,No,No internet service,No,No internet service,No,One year,No,Credit card (automatic),64.66,3055.40,No
1683-7466,Male,0,Yes,Yes,17,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No,No,Two year,Yes,Bank transfer (automatic),80.66,1355.31,No
1684-6481,Male,1,Yes,Yes,53,No,Yes,Fiber optic,No,No,No internet service,Yes,No,No internet service,One year,No,Mailed check,109.29,5814.28,No
1685-7515,Female,0,Yes,No,55,Yes,Yes,No,No,No,Yes,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),81.93,4546.69,No
1686-8662,Female,0,No,Yes,39,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,No,Month-to-month,No,Electronic check,75.85,2999.44,No
1687-2503,Male,0,No,No,6,Yes,No phone service,No,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,54.19,318.24,No
1688-3600,Female,1,Yes,No,66,No,No,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,One year,Yes,Electronic check,89.05,5897.98,No
1689-7972,Male,1,Yes,No,48,No,No,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Mailed check,93.11,4486.38,No
1690-4020,Male,0,Yes,No,8,No,Yes,DSL,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,44.47,359.34,No
1691-4618,Male,1,Yes,No,49,No,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No,Two year,Yes,Credit card (automatic),66.48,3312.34,Yes
1692-6182,Female,1,Yes,No,54,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),41.57,2228.42,No
1693-9141,Female,0,Yes,Yes,52,No,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,107.89,5593.06,Yes
1694-9487,Male,0,Yes,No,67,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),64.69,4327.46,No
1695-6272,Female,1,No,Yes,9,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,28.68,252.89,No
1696-4659,Male,1,No,Yes,47,No,Yes,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,59.12,2764.96,No
1697-8008,Male,0,Yes,Yes,55,No,No,DSL,No internet service,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,100.16,5560.02,Yes
1698-5306,Male,1,Yes,No,4,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),59.46,240.55,No
1699-3390,Female,1,Yes,No,60,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),42.77,2585.40,No
1700-1705,Female,1,No,Yes,29,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),30.21,876.77,Yes
1701-7596,Female,0,No,No,72,Yes,Yes,No,No,No,No internet service,Yes,No,No internet service,One year,No,Mailed check,105.22,7579.20,No
